Institution,CatalogNo,Sex,Age,Year,Month,Day,Long,Lat,Coordinate.Uncertainty.M,Coordinate.Precision.M,Genus,Species,Mass.g
MVZ,183931,Female,Adult,2008,5,26,-117.32712,33.55206,10,,Melanerpes,formicivorus,67.7
WFVZ,606,Female,Unknown,1998,10,8,-119.209364,34.296808,50,,Colaptes,auratus,92
WFVZ,48282,Female,Unknown,1980,10,13,-111.8543091,34.5636215,12085,,Colaptes,auratus,136
WFVZ,48280,Female,Unknown,1982,10,,-111.8543091,34.5636215,12085,,Colaptes,auratus,105
WFVZ,48281,Female,Unknown,1985,2,,-111.8543091,34.5636215,12085,,Colaptes,auratus,175
MVZ,182044,Female,Unknown,2004,7,1,-121.7719339,37.6380597,1194,,Melanerpes,formicivorus,96
MVZ,182046,Female,Unknown,2004,7,1,-121.698253,37.679743,1751,,Colaptes,auratus,104
MVZ,182189,Female,Unknown,2006,6,22,-120.79506,40.66357,10,,Sphyrapicus,ruber,42.1
MVZ,182190,Female,Unknown,2006,6,22,-120.79506,40.66357,10,,Sphyrapicus,ruber,37.9
MVZ,182379,Female,Unknown,2006,7,18,-121.57505,40.38262,30,,Colaptes,auratus,123
MVZ,182962,Female,Unknown,2007,3,18,-122.093861,37.959599,163,,Colaptes,auratus,160
MVZ,183089,Female,Unknown,2002,5,27,-121.5565933,36.37935827,514,,Melanerpes,formicivorus,74
MVZ,183093,Female,Unknown,2005,1,1,-121.5568207,36.37851365,2707,,Melanerpes,formicivorus,63.6
MVZ,183087,Female,Unknown,2005,10,9,-121.6373849,36.4397035,53870,,Colaptes,auratus,145.1
MVZ,183101,Female,Unknown,1994,7,9,-121.0727842,36.2138705,90711,,Melanerpes,formicivorus,58
MVZ,184693,Female,Unknown,2009,10,2,-122.21514,40.40795,,,Colaptes,auratus,120.2
WFVZ,1594,Female,Unknown,1955,1,29,-110.707137,31.724739,13615,,Melanerpes,formicivorus,64.5
WFVZ,33414,Female,Unknown,1983,10,2,-86.9086075,40.4267349,3246,,Melanerpes,carolinus,75
WFVZ,38123,Female,Unknown,1983,6,20,116.296389,5.653056,1000,,Sasia,abnormis,10
WFVZ,38144,Female,Unknown,1982,2,20,117.901111,4.983611,1000,,Sasia,abnormis,9.3
WFVZ,38160,Female,Unknown,1983,6,19,116.081667,5.858611,1000,,Celeus,brachyurus,78
WFVZ,38161,Female,Unknown,1982,7,3,17.75,4.616667,1000,,Celeus,brachyurus,71
WFVZ,38163,Female,Unknown,1982,6,21,17.75,4.616667,1000,,Celeus,brachyurus,77
WFVZ,38178,Female,Unknown,1983,8,3,118.070833,5.525,1000,,Picus,miniaceus,83
WFVZ,42202,Female,Unknown,1986,12,27,-118.6669349,34.713678,5058,,Melanerpes,formicivorus,69
WFVZ,25183,Female,Unknown,1968,12,29,-109.2183494,31.936139,484,,Melanerpes,formicivorus,68
WFVZ,25434,Female,Unknown,1964,3,27,-110.7886,32.39037,7054,,Colaptes,auratus,111.3
WFVZ,32090,Female,Unknown,1984,9,16,-118.8514538,34.188228,12829,,Sphyrapicus,ruber,47
WFVZ,38132,Female,Unknown,1982,5,11,117.75,4.616667,1000,,Sasia,abnormis,7.6
WFVZ,38145,Female,Unknown,1982,2,20,117.901111,4.983611,1000,,Sasia,abnormis,8.3
WFVZ,38147,Female,Unknown,1982,3,1,117.901111,4.983611,1000,,Sasia,abnormis,7.5
WFVZ,45337,Female,Unknown,1988,11,28,-118.2967341,33.8108199,126270,,Picoides,nuttallii,38
WFVZ,49097,Female,Unknown,1991,5,27,-118.451318,35.67902,10052,,Melanerpes,formicivorus,82.8
WFVZ,49572,Female,Unknown,1990,1,4,-117.6416016,33.7126314,722,,Sphyrapicus,ruber,36
WFVZ,1537,Female,Unknown,1955,4,12,-108.543877,30.0284964,,,Colaptes,auratus,122.4
WFVZ,25233,Female,Unknown,1964,11,6,-97.1302622,16.1324951,,,Melanerpes,chrysogenys,74.6
WFVZ,25289,Female,Unknown,1964,12,11,-96.6752541,17.164102,,,Sphyrapicus,varius,44
WFVZ,1643,Female,Unknown,1956,11,23,-109.45056,28.9452029,,,Colaptes,auratus,114
WFVZ,25290,Female,Unknown,1964,11,11,-97.0802611,16.0941571,,,Sphyrapicus,varius,46.6
WFVZ,25292,Female,Unknown,1965,3,18,-96.4669183,16.0674993,,,Sphyrapicus,varius,46.1
WFVZ,25359,Female,Unknown,1964,10,12,-96.4669183,16.0674993,,,Picoides,villosus,41.5
WFVZ,25383,Female,Unknown,1965,1,30,-97.1002617,16.2124909,,,Picoides,villosus,43
WFVZ,25415,Female,Unknown,1965,4,25,-97.0135897,16.1008269,,,Piculus,auricularis,59.3
WFVZ,42254,Female,Unknown,1987,5,9,-120.1818466,35.3954871,33560,,Melanerpes,formicivorus,73.5
WFVZ,25181,Female,Unknown,1964,10,28,-97.8386085,17.2340968,,,Melanerpes,formicivorus,76.4
MVZ,164338,Female,Unknown,1974,12,15,-96.669253,33.765438,3116,,Colaptes,auratus,130.6
MVZ,157777,Female,Juvenile,1967,8,22,-78.59922,-5.66463,3122,,Veniliornis,callonotus,27
MVZ,157775,Female,Juvenile,1967,8,1,-81.15,-4.533333333,6611,,Veniliornis,callonotus,24
MVZ,157669,Female,Juvenile,1967,9,3,-122.75167,41.21563,1002,,Sphyrapicus,ruber,53.6
MVZ,141235,Female,Adult,1959,4,5,-149.7722777778,61.1363333333,403,,Picoides,pubescens,30.7
MVZ,141236,Female,Adult,1959,4,5,-149.7724722222,61.1237777778,403,,Picoides,pubescens,27.5
MVZ,141240,Female,Adult,1959,4,15,-149.7972222222,61.0561111111,12458,,Picoides,pubescens,27.6
MVZ,141242,Female,Adult,1959,4,21,-149.7972222222,61.0561111111,12458,,Picoides,pubescens,28.4
MVZ,141233,Female,Adult,1957,2,6,-149.9638888889,61.1516666667,678,,Picoides,pubescens,29
MVZ,141234,Female,Adult,1958,3,18,-149.7459,61.15,8155,,Picoides,pubescens,28.7
MVZ,141239,Female,Adult,1959,4,15,-149.7972222222,61.0561111111,12458,,Picoides,pubescens,32.8
MVZ,141241,Female,Adult,1959,4,21,-149.7972222222,61.0561111111,12458,,Picoides,pubescens,29.9
MVZ,157168,Female,Adult,1967,9,4,-83.07065,9.07065,3045,,Piculus,rubiginosus,78.5
MVZ,157169,Female,Adult,1967,8,3,-84.18333,10.24484,5447,,Piculus,rubiginosus,78
MVZ,157181,Female,Adult,1967,8,18,-85.2,10.41667,5344,,Melanerpes,hoffmannii,63
MVZ,157184,Female,Adult,1967,8,17,-85.18961,10.40638,7138,,Campephilus,guatemalensis,293
MVZ,165185,Female,Adult,1977,7,19,-78.16123,-4.45563,246,,Colaptes,punctigula,75
MVZ,165186,Female,Adult,1977,7,20,-78.19667,-4.45167,9611,,Celeus,grammicus,66
MVZ,165189,Female,Adult,1977,8,12,-78.175,-4.41667,9611,,Campephilus,rubricollis,235
MVZ,136172,Female,Adult,1957,11,18,-104.1734544508,19.0223344508,7220,,Melanerpes,chrysogenys,68.1
MVZ,157172,Female,Adult,1967,7,27,-83.76667,10.21667,6395,,Melanerpes,pucherani,55.5
MVZ,157174,Female,Adult,1967,6,27,-84.91667,10.48333,13588,,Melanerpes,pucherani,58
MVZ,157177,Female,Adult,1967,8,13,-85.18961,10.40638,7138,,Melanerpes,hoffmannii,59.7
MVZ,157179,Female,Adult,1967,8,15,-85.2,10.41667,5344,,Melanerpes,hoffmannii,65.7
MVZ,157183,Female,Adult,1967,8,11,-85.18961,10.40638,7138,,Campephilus,guatemalensis,253.5
MVZ,157765,Female,Adult,1967,8,11,-80.20494,-4.66667,16532,,Piculus,rubiginosus,54
MVZ,157773,Female,Adult,1967,8,11,-79.61852,-5.0861111,11047,,Veniliornis,callonotus,24
MVZ,165187,Female,Adult,1977,8,1,-78.16123,-4.45563,246,,Celeus,elegans,125
MVZ,178638,Female,Unknown,1993,4,1,-75.9106,38.7133,511,,Colaptes,auratus,148.8
MVZ,182197,Female,Unknown,2006,6,18,-120.781906,40.54848,328,,Picoides,albolarvatus,55.75
MVZ,183100,Female,Unknown,1994,1,1,-121.731819,36.479311,2415,,Melanerpes,formicivorus,72
MVZ,182372,Female,Unknown,2006,7,17,-121.537483333,40.3697933333,77,,Picoides,albolarvatus,59.5
MVZ,182376,Female,Unknown,2006,7,16,-121.43286,40.34403,132,,Picoides,albolarvatus,45.53
MVZ,183088,Female,Unknown,1999,1,31,-121.550146,36.3865033,302,,Melanerpes,formicivorus,66.6
MVZ,183096,Female,Unknown,2005,9,4,-121.6089374,36.4191479,10,,Melanerpes,formicivorus,78
MVZ,187438,Female,Unknown,2011,5,20,-90.273532,15.613624,219,,Picoides,villosus,19
KU,80816,Female,Adult,1982,6,16,-96.1795426,41.5388353,27329,,Melanerpes,erythrocephalus,64.7
MVZ,141231,Female,Adult,1959,4,21,-149.7972222222,61.0561111111,12458,,Picoides,villosus,83.9
MVZ,141230,Female,Adult,1959,4,15,-149.7972222222,61.0561111111,12458,,Picoides,villosus,81.3
MVZ,156172,Female,Adult,1966,6,29,-115.733,48.8933,14625,,Colaptes,auratus,146.4
MVZ,181834,Female,Adult,2002,3,20,-122.2440677,37.8938949,41,,Sphyrapicus,nuchalis,35.5
MVZ,183091,Female,Juvenile,2002,6,4,-121.5568207,36.37851365,2707,,Melanerpes,formicivorus,67.9
MVZ,178624,Female,Juvenile,1992,11,1,-76.2224,38.7841,833,,Colaptes,auratus,141.75
CAS,71963,Female,Adult,1964,10,21,-97.03359,16.23414,,,Picoides,villosus,42.1
MVZ,140736,Female,Adult,1960,6,29,-106.45,29.3226,11453,,Picoides,scalaris,31.5
CAS,98793,Female,Unknown,2015,10,25,-122.46533,37.77029,,,Colaptes,auratus,146.7
CAS,84223,Female,Unknown,1988,6,14,-86.48918,38.81456,,,Melanerpes,erythrocephalus,80.7
CAS,98314,Female,Unknown,2007,3,20,-122.94108,38.39996,,,Colaptes,auratus,105
CAS,98434,Female,Unknown,2002,11,19,-122.69022,37.90425,,,Sphyrapicus,ruber,48.7
CAS,98357,Female,Unknown,2002,12,10,-122.27938,37.90253,,,Colaptes,auratus,121.72
CAS,98995,Female,Unknown,2010,3,25,-122.70278,37.89956,,,Colaptes,auratus,157.2
CAS,98998,Female,Unknown,2010,2,12,-122.52826,38.12342,,,Colaptes,auratus,119.6
UAM,22319,Female,Unknown,2005,9,1,-147.8043,64.857,100000,,Colaptes,auratus,150.2
UAM,28944,Female,Unknown,2011,9,25,-147.8043,64.857,100000,,Picoides,pubescens,29
UAM,30212,Female,Unknown,2011,7,30,-147.8043,64.857,100000,,Picoides,villosus,77.8
UAM,13997,Female,Unknown,1999,4,28,-147.8043,64.857,100000,,Picoides,pubescens,30.5
UAM,14020,Female,Unknown,2000,11,9,-147.8043,64.857,100000,,Picoides,pubescens,27
UAM,27923,Female,Unknown,2010,11,5,-147.8043,64.857,100000,,Picoides,villosus,94
MVZ,102138,Female,Adult,1928,12,5,-110,23.566667,66883,,Melanerpes,formicivorus,56.5
MVZ,115405,Female,Adult,1948,3,19,-105.28528,21.53944,1993,,Melanerpes,chrysogenys,68.5
MVZ,115763,Female,Adult,1948,5,30,-120.742395,41.8959486,470,,Sphyrapicus,ruber,50.5
MVZ,115769,Female,Adult,1948,5,28,-120.742395,41.8959486,470,,Sphyrapicus,nuchalis,51.3
MVZ,115770,Female,Adult,1948,5,29,-120.742395,41.8959486,470,,Sphyrapicus,nuchalis,57.5
MVZ,115772,Female,Adult,1948,5,30,-120.742395,41.8959486,470,,Sphyrapicus,nuchalis,44
MVZ,115973,Female,Adult,1948,9,7,-119.7193973,33.9952029,1610,,Colaptes,auratus,142
MVZ,116445,Female,Adult,1946,11,1,-110.44056,27.77333,500,,Melanerpes,uropygialis,59.6
MVZ,116446,Female,Adult,1946,10,13,-105.83417,23.46889,380,,Melanerpes,formicivorus,67
MVZ,116447,Female,Adult,1946,10,13,-105.83417,23.46889,380,,Melanerpes,formicivorus,63.8
MVZ,116460,Female,Adult,1946,10,14,-105.83417,23.46889,380,,Picoides,arizonae,39.5
MVZ,116461,Female,Adult,1946,10,16,-105.83417,23.46889,380,,Picoides,arizonae,374
MVZ,118490,Female,Adult,1949,9,10,-123.1358556,40.315747,4074,,Colaptes,auratus,133
MVZ,118496,Female,Adult,1949,8,11,-124.1323646,41.1604001,989,,Sphyrapicus,ruber,49.2
MVZ,118500,Female,Adult,1949,8,18,-124.1323646,41.1604001,989,,Sphyrapicus,ruber,48
MVZ,118510,Female,Adult,1949,8,27,-123.6330443,40.9878094,8882,,Picoides,pubescens,29.1
MVZ,118993,Female,Adult,1934,4,24,-79.39188,43.66323,649,,Sphyrapicus,varius,42
MVZ,119430,Female,Adult,1948,7,18,-108.4167461155,30.0146438844,5150,,Picoides,villosus,51.1
MVZ,120113,Female,Adult,1950,3,6,-119.7310769,33.9979684,1784,,Colaptes,auratus,137.9
MVZ,120777,Female,Adult,1949,2,1,-75.1833333,3.3333333,5000,,Melanerpes,rubricapillus,41.7
MVZ,120920,Female,Adult,1950,5,8,-120.5083,49.6754,21939,,Sphyrapicus,nuchalis,42.7
MVZ,120922,Female,Adult,1950,6,13,-122.5,52.7469,25229,,Sphyrapicus,nuchalis,47.7
MVZ,120924,Female,Adult,1950,6,15,-122.45,52.2284,37479,,Sphyrapicus,nuchalis,46.3
MVZ,120926,Female,Adult,1950,6,24,-122.75,53.9167,9880,,Sphyrapicus,ruber,51.6
MVZ,120928,Female,Adult,1950,6,30,-122.5,52.7874,21487,,Sphyrapicus,nuchalis,46.3
MVZ,120929,Female,Adult,1950,7,1,-122.5,52.8554,16612,,Sphyrapicus,ruber,48.7
MVZ,120943,Female,Adult,1950,7,8,-122.5,52.7686,23824,,Sphyrapicus,ruber,49
MVZ,121037,Female,Adult,1950,4,7,-91.7391666666,16.0944444444,9694,,Colaptes,auratus,132
MVZ,121041,Female,Adult,1950,4,7,-91.7391666666,16.0944444444,9694,,Piculus,rubiginosus,89.7
MVZ,121042,Female,Adult,1950,4,7,-91.7391666666,16.0944444444,9694,,Melanerpes,formicivorus,77
MVZ,121044,Female,Adult,1950,3,30,-92.5733333333,16.6744444444,5379,,Melanerpes,formicivorus,63.1
MVZ,121045,Female,Adult,1950,4,4,-92.5733333333,16.6744444444,5379,,Melanerpes,formicivorus,64
MVZ,121046,Female,Adult,1950,3,28,-92.5733333333,16.6744444444,5379,,Sphyrapicus,varius,53.5
MVZ,121057,Female,Adult,1950,3,27,-92.5733333333,16.6744444444,5379,,Picoides,villosus,45.6
MVZ,121060,Female,Adult,1950,3,4,-104.73503,32.0124,11914,,Picoides,scalaris,35.2
MVZ,121062,Female,Adult,1959,4,9,-91.7391666666,16.0944444444,9694,,Campephilus,guatemalensis,228
MVZ,122658,Female,Adult,1950,9,15,-115.8090522,33.7365557,710,,Sphyrapicus,nuchalis,43.8
MVZ,122660,Female,Adult,1950,9,8,-116.257,34.03749,36,,Picoides,scalaris,32.9
MVZ,123399,Female,Adult,1951,4,1,-116.5170859,33.9936403,1338,,Picoides,scalaris,33.9
MVZ,123400,Female,Adult,1951,4,5,-115.8090522,33.7365557,710,,Picoides,scalaris,35.8
MVZ,123552,Female,Adult,1950,1,1,-55.18333,5.45,4041,,Campephilus,rubricollis,193
MVZ,124177,Female,Adult,1951,4,18,141.735,42.71361,3063,,Picus,canus,127
MVZ,124182,Female,Adult,1950,2,9,141.735,42.71361,3063,,Dendrocopos,major,89.5
MVZ,124183,Female,Adult,1951,4,19,141.735,42.71361,3063,,Dendrocopos,major,70.5
MVZ,124186,Female,Adult,1951,4,22,141.735,42.71361,3063,,Dendrocopos,major,70.5
MVZ,124190,Female,Adult,1949,10,12,141.735,42.71361,3063,,Dendrocopos,major,68
MVZ,124191,Female,Adult,1950,4,13,141.58861,42.80972,1064,,Dendrocopos,major,69
MVZ,124645,Female,Adult,1951,11,2,-122.1128861,40.8288238,1299,,Picoides,villosus,60.1
MVZ,124719,Female,Adult,1951,12,8,-122.694834,38.9992745,3900,,Picoides,pubescens,24.7
MVZ,124720,Female,Adult,1951,12,9,-122.7084995,38.9671122,5147,,Picoides,nuttallii,39
MVZ,124737,Female,Adult,1951,4,26,-110.3958,33.6181,15,,Picoides,villosus,53.7
MVZ,124790,Female,Adult,1951,11,11,-116.4571,46.7808,987,,Picoides,pubescens,27
MVZ,124888,Female,Adult,1952,2,12,-97.39765,30.18186,6116,,Melanerpes,carolinus,73.6
MVZ,125205,Female,Adult,1957,10,22,-69.71158,-14.20124,1695,,Colaptes,rupicola,186
MVZ,125318,Female,Adult,1952,4,20,-70.2103,44.5867,348,,Colaptes,auratus,130
MVZ,125322,Female,Adult,1952,4,19,-70.2103,44.5867,348,,Picoides,villosus,65
MVZ,125378,Female,Adult,1952,5,8,-70.2103,44.5867,348,,Picoides,pubescens,26
MVZ,125669,Female,Adult,1952,5,17,-119.124394,37.939605,403,,Sphyrapicus,ruber,48.2
MVZ,125802,Female,Adult,1952,8,11,-106.4342871,37.02282872,2122,,Colaptes,auratus,141.5
MVZ,125805,Female,Adult,1952,8,24,-106.004446,36.615864,1610,,Colaptes,auratus,135
MVZ,126397,Female,Adult,1952,7,18,-69.6888889,-14.06101,11139,,Veniliornis,nigriceps,46
MVZ,129689,Female,Adult,1953,4,6,-102.5517555606,28.9779644393,5600,,Colaptes,auratus,110.6
MVZ,129690,Female,Adult,1953,4,8,-102.5517555606,28.9779644393,5600,,Colaptes,auratus,114.7
MVZ,129694,Female,Adult,1953,4,16,-102.5517555606,28.9779644393,5600,,Colaptes,auratus,108.2
MVZ,129697,Female,Adult,1956,4,18,-102.5517555606,28.9779644393,5600,,Colaptes,auratus,119
MVZ,129701,Female,Adult,1953,4,4,-102.5208872254,29.0088327745,3840,,Melanerpes,formicivorus,63.5
MVZ,129711,Female,Adult,1953,4,3,-102.5517555606,28.9779644393,5600,,Sphyrapicus,varius,42.7
MVZ,129721,Female,Adult,1953,4,21,-102.5421973639,29.06028,6980,,Picoides,scalaris,34.4
MVZ,129722,Female,Adult,1953,4,21,-102.5421973639,29.06028,6980,,Picoides,scalaris,32.7
MVZ,129727,Female,Adult,1953,4,12,-102.5517555606,28.9779644393,5600,,Picoides,"scalaris,  villosus",40.2
MVZ,132248,Female,Adult,1954,6,22,-118.168469,37.53385,10,,Colaptes,auratus,149
MVZ,132259,Female,Adult,1954,6,28,-118.168469,37.53385,10,,Sphyrapicus,nuchalis,39.1
MVZ,132263,Female,Adult,1954,6,8,-118.099737,37.432159,30,,Picoides,villosus,59.5
MVZ,133147,Female,Adult,1955,6,27,-115.36343,41.86105,2294,,Sphyrapicus,nuchalis,52.7
MVZ,133152,Female,Adult,1955,6,16,-115.21645,41.84056,11842,,Sphyrapicus,nuchalis,48
MVZ,133157,Female,Adult,1955,6,23,-115.36343,41.86105,2294,,Picoides,villosus,66.1
MVZ,133163,Female,Adult,1955,6,13,-115.21645,41.84056,12021,,Picoides,pubescens,27.4
MVZ,134217,Female,Adult,1956,6,5,-115.43927,41.84056,4042,,Sphyrapicus,nuchalis,42.4
MVZ,134218,Female,Adult,1956,6,22,-115.40583,40.65028,3245,,Sphyrapicus,nuchalis,44.1
MVZ,134222,Female,Adult,1956,6,25,-114.82083,40.5525,4854,,Sphyrapicus,thyroideus,49.8
MVZ,134224,Female,Adult,1956,6,26,-114.82083,40.5525,4854,,Sphyrapicus,thyroideus,46.7
MVZ,134627,Female,Adult,1956,7,29,127.19321,37.7208,18674,,Dendrocopos,major,75
MVZ,135478,Female,Adult,1957,6,15,-106.6953533524,29.5152066475,19250,,Melanerpes,formicivorus,67.5
MVZ,135480,Female,Adult,1957,6,15,-106.6953533524,29.5152066475,19250,,Melanerpes,formicivorus,58.9
MVZ,135483,Female,Adult,1957,6,8,-106.08889,28.7080373639,18830,,Melanerpes,aurifrons,72
MVZ,135486,Female,Adult,1957,6,9,-106.08889,28.7080373639,18830,,Melanerpes,aurifrons,72.7
MVZ,136092,Female,Adult,1957,11,9,127.10457,37.76765,15318,,Picoides,kizuki,21
MVZ,136500,Female,Adult,1957,12,29,-119.3202707,34.6312168,1610,,Picoides,nuttallii,35.3
MVZ,136501,Female,Adult,1957,4,20,-119.3150309,34.6398086,322,,Picoides,albolarvatus,50.7
MVZ,137528,Female,Adult,1958,9,21,127.10457,37.76765,15318,,Dendrocopos,major,68
MVZ,138317,Female,Adult,1959,1,9,-76.5833333,3.25,2000,,Piculus,rubiginosus,74.7
MVZ,138320,Female,Adult,1958,3,27,-76.5833333,3.25,2000,,Piculus,rubiginosus,76
MVZ,138327,Female,Adult,1958,9,28,-76.5833333,2.6666667,15000,,Melanerpes,formicivorus,73
MVZ,138332,Female,Adult,1958,5,7,-76.5833333,3.25,2000,,Veniliornis,fumigatus,35.5
MVZ,138348,Female,Adult,1958,9,28,-76.5833333,2.6666667,15000,,Picumnus,granadensis,12.1
MVZ,139442,Female,Adult,1959,6,15,-106.81667,29.44306,124,,Colaptes,auratus,123.5
MVZ,139443,Female,Adult,1959,6,25,-106.81667,29.44306,124,,Colaptes,auratus,115.5
MVZ,139469,Female,Adult,1959,7,18,-106.8987177777,29.3920969444,30699,,Picoides,arizonae,44.3
MVZ,140525,Female,Adult,1960,6,16,-120.4992936,39.6683117,696,,Sphyrapicus,ruber,40.5
MVZ,141237,Female,Adult,1959,4,15,-149.7972222222,61.0561111111,12458,,Picoides,pubescens,25
MVZ,141251,Female,Adult,1956,5,13,-151.3783611111,60.236,24141,,Picoides,arcticus,71.6
MVZ,142086,Female,Adult,1960,11,13,126.87119,37.66923,15318,,Dendrocopos,major,69
MVZ,142138,Female,Adult,1960,12,4,126.91996,37.63071,22258,,Picus,canus,133
MVZ,142881,Female,Adult,1961,1,27,-100.959146,19.65057,14550,,Picoides,arizonae,33.9
MVZ,142886,Female,Adult,1961,1,25,-100.959146,19.65057,14550,,Picoides,arizonae,35.5
MVZ,142893,Female,Adult,1961,3,2,-100.84379,19.685224,14550,,Picoides,villosus,41.3
MVZ,142894,Female,Adult,1961,5,15,-102.128132,19.50822,6630,,Picoides,villosus,44.9
MVZ,143720,Female,Adult,1961,8,23,-106.8987177777,29.3920969444,30699,,Picoides,arizonae,42
MVZ,144017,Female,Adult,1961,12,6,127.10457,37.76765,15318,,Picoides,kizuki,18
MVZ,148289,Female,Adult,1962,6,13,-114.2075,38.84417,1636,,Colaptes,auratus,146
MVZ,148294,Female,Adult,1962,6,10,-114.256346,38.929166,1628,,Sphyrapicus,nuchalis,43.5
MVZ,148299,Female,Adult,1962,6,26,-114.22917,39.095,9682,,Sphyrapicus,nuchalis,46.5
MVZ,149472,Female,Adult,1962,12,22,127,37.5667,12364,,Picoides,canicapillus,36
MVZ,149919,Female,Adult,1963,8,6,-77.276,18.14217,85900,,Melanerpes,radiolatus,83
MVZ,150281,Female,Adult,1963,6,17,-115.69417,36.31573,7140,,Colaptes,auratus,132.8
MVZ,150285,Female,Adult,1963,6,6,-115.19863,36.62862,1711,,Sphyrapicus,nuchalis,46.9
MVZ,150289,Female,Adult,1963,6,20,-115.69417,36.32298,7629,,Sphyrapicus,nuchalis,41
MVZ,150291,Female,Adult,1963,6,17,-115.69417,36.31573,7140,,Sphyrapicus,nuchalis,46.2
MVZ,150300,Female,Adult,1963,6,10,-115.19422,36.64165,1912,,Sphyrapicus,thyroideus,47
MVZ,152537,Female,Adult,1964,6,26,-122.2912,42.7511,13274,,Sphyrapicus,ruber,50.6
MVZ,152543,Female,Adult,1964,6,11,-120.2927912,41.567047,1388,,Sphyrapicus,nuchalis,50.9
MVZ,152567,Female,Adult,1964,6,7,-122.1607774,41.8826619,818,,Sphyrapicus,ruber,49.2
MVZ,152571,Female,Adult,1964,6,12,-120.2357672,41.5389116,3012,,Sphyrapicus,ruber,54.7
MVZ,152577,Female,Adult,1964,6,23,-122.2900123,42.7531053,13274,,Picoides,villosus,68.3
MVZ,152579,Female,Adult,1964,6,17,-120.289512,41.9885085,802,,Picoides,villosus,64
MVZ,152586,Female,Adult,1964,6,20,-122.0921,42.2089,8464,,Picoides,pubescens,28
MVZ,152587,Female,Adult,1964,6,13,-120.2357672,41.5389116,3012,,Picoides,pubescens,29.1
MVZ,153277,Female,Adult,1964,6,18,-94.274,31.04448,4058,,Melanerpes,carolinus,71
MVZ,153279,Female,Adult,1964,7,22,-99.0813888888,18.9186111111,16152,,Melanerpes,hypopolius,49.1
MVZ,153288,Female,Adult,1964,7,24,-99.0966666666,18.9186111111,15022,,Melanerpes,chrysogenys,67.9
MVZ,153289,Female,Adult,1964,6,23,-94.274,31.04448,4058,,Melanerpes,erythrocephalus,61.3
MVZ,153299,Female,Adult,1964,6,21,-94.20656,31.059,7024,,Picoides,borealis,38.8
MVZ,154359,Female,Adult,1964,12,15,128.75914,37.75556,10006,,Picoides,kizuki,17.5
MVZ,154526,Female,Adult,1964,8,8,-73.42247,8.88115,500,,Melanerpes,formicivorus,76
MVZ,154869,Female,Adult,1965,3,9,-76.65,3.2166667,2000,,Piculus,rubiginosus,66.5
MVZ,155204,Female,Adult,1964,8,2,-119.575579,38.313686,10,,Sphyrapicus,ruber,47
MVZ,155237,Female,Adult,1965,4,21,-97.1511111111,16.2286111111,2293,,Piculus,auricularis,58.2
MVZ,155238,Female,Adult,1965,4,24,-95.0608333333,18.5408333333,8569,,Piculus,rubiginosus,66.5
MVZ,155624,Female,Adult,1965,7,31,-84.0312,9.86483,6754,,Melanerpes,hoffmannii,68.8
MVZ,156173,Female,Adult,1966,6,22,-115.9265,48.278,2421,,Colaptes,auratus,142.3
MVZ,156176,Female,Adult,1966,6,19,-115.9446,48.2631,1549,,Sphyrapicus,nuchalis,45
MVZ,156182,Female,Adult,1966,7,2,-115.733,48.8933,14625,,Sphyrapicus,nuchalis,46
MVZ,156194,Female,Adult,1966,6,27,-115.1046,48.4844,583,,Picoides,villosus,67.6
MVZ,156203,Female,Adult,1966,7,1,-115.733,48.8933,14625,,Picoides,tridactylus,56.9
MVZ,158995,Female,Adult,1967,7,9,-118.5878,44.5392,13,,Picoides,arcticus,69
MVZ,159202,Female,Adult,1964,11,26,-122.0618613,37.900993,3271,,Colaptes,auratus,146.6
MVZ,160874,Female,Adult,1970,8,2,-81.15,-4.533333333,6611,,Veniliornis,callonotus,26.2
MVZ,161955,Female,Adult,1966,2,26,-83.85,9.98333,9596,,Picoides,villosus,37.7
MVZ,162401,Female,Adult,1972,7,9,-120.7238,42.3637,1721,,Sphyrapicus,nuchalis,41
MVZ,162403,Female,Adult,1972,7,9,-120.7043,42.3637,1721,,Sphyrapicus,nuchalis,44
MVZ,162406,Female,Adult,1972,7,14,-120.5668,42.2793,1380,,Sphyrapicus,nuchalis,37
MVZ,162410,Female,Adult,1972,7,16,-120.0309,42.1828,20936,,Sphyrapicus,nuchalis,44
MVZ,162411,Female,Adult,1972,7,16,-120.0309,42.1828,20936,,Sphyrapicus,nuchalis,48.5
MVZ,162415,Female,Adult,1971,7,6,-114.2045,46.0829,6464,,Sphyrapicus,nuchalis,44.5
MVZ,162417,Female,Adult,1972,7,18,-120.3520572,41.4165432,3113,,Sphyrapicus,nuchalis,51
MVZ,162425,Female,Adult,1972,7,6,-120.1787923,41.9152421,2518,,Sphyrapicus,nuchalis,41.5
MVZ,162426,Female,Adult,1972,7,6,-120.1787923,41.9152421,2518,,Sphyrapicus,nuchalis,48.5
MVZ,162442,Female,Adult,1972,6,19,-115.42361,38.29,6464,,Sphyrapicus,nuchalis,45.5
MVZ,162443,Female,Adult,1972,6,20,-115.42361,38.29,6464,,Sphyrapicus,nuchalis,46.5
MVZ,162445,Female,Adult,1972,6,23,-114.57833,37.90114,2736,,Sphyrapicus,nuchalis,39
