Institution,CatalogNo,Sex,Age,Year,Month,Day,Long,Lat,Coordinate.Uncertainty.M,Coordinate.Precision.M,Genus,Species,Mass.g
YPM,YPM ORN 087894,Female,Unknown,1958,8,17,88.4651,27.0683,,,Picus,chlorolophus,72.3
YPM,YPM ORN 088828,Female,Unknown,1962,10,10,34.7833,-9.8333,,,Dendropicos,griseocephalus,35.9
YPM,YPM ORN 088807,Female,Unknown,1962,6,13,36.7333,-3.25,,,Campethera,abingoni,65.5
YPM,YPM ORN 087870,Female,Unknown,1958,12,5,73.4667,34.6167,,,Dendrocopos,himalayensis,65.5
YPM,YPM ORN 139955,Female,Unknown,2005,6,10,110.16517,49.644,,,Dendrocopos,major,92.1
YPM,YPM ORN 101915,Female,Unknown,2006,6,26,40.85,44.03,,,Dendrocopos,major,76.4
YPM,YPM ORN 140733,Female,Unknown,2004,5,29,39.48033,43.93767,,,Dendrocopos,major,72.7
YPM,YPM ORN 141470,Female,Unknown,2006,5,26,24.56233,41.34283,,,Dendrocopos,medius,55.4
YPM,YPM ORN 088810,Female,Unknown,1962,6,30,36.7333,-3.25,,,Campethera,abingoni,63
YPM,YPM ORN 141384,Female,Unknown,2006,5,12,26.2195,39.12933,,,Dendrocopos,medius,49.3
YPM,YPM ORN 148887,Female,Unknown,2007,8,24,-149.815389,61.140089,,,Picoides,pubescens,30.6
YPM,YPM ORN 088829,Female,Unknown,1962,10,30,33.6333,-9.2,,,Dendropicos,griseocephalus,47
YPM,YPM ORN 107655,Female,Unknown,1975,5,12,-72.6822,41.2889,,,Picoides,villosus,118
YPM,YPM ORN 107649,Female,Unknown,1974,11,3,-72.5989,41.2794,,,Picoides,pubescens,32.3
YPM,YPM ORN 088849,Female,Unknown,1962,2,5,37.6667,-6.8167,,,Dendropicos,namaquus,73
YPM,YPM ORN 088806,Female,Unknown,1961,12,26,37.6667,-6.8167,,,Campethera,abingoni,66
YPM,YPM ORN 141440,Female,Unknown,2006,5,20,26.2195,39.12933,,,Dendrocopos,medius,45.8
YPM,YPM ORN 139887,Female,Unknown,2005,6,4,110.16517,49.644,,,Dendrocopos,major,99.3
YPM,YPM ORN 088785,Female,Unknown,1962,4,29,37.7167,-4.0833,,,Campethera,nubica,60
YPM,YPM ORN 107639,Female,Unknown,1975,11,18,-110.8333,32.7333,,,Melanerpes,uropygialis,61
YPM,YPM ORN 139939,Female,Unknown,2005,6,8,110.16517,49.644,,,Jynx,torquilla,40.5
YPM,YPM ORN 101911,Female,Unknown,2006,6,24,40.85,44.03,,,Dendrocopos,major,76.9
YPM,YPM ORN 140529,Female,Unknown,2006,5,26,24.56233,41.34283,,,Dendrocopos,medius,55.9
YPM,YPM ORN 140468,Female,Unknown,2006,5,16,26.38133,39.06567,,,Dendrocopos,medius,48.1
YPM,YPM ORN 087890,Female,Unknown,1958,8,3,88.36,27.038,,,Chrysophlegma,flavinucha,171.8
YPM,YPM ORN 107653,Female,Unknown,1975,6,15,-72.1333,42,,,Picoides,pubescens,24.5
YPM,YPM ORN 087869,Female,Unknown,1958,11,29,73.4667,34.6167,,,Dendrocopos,himalayensis,67
YPM,YPM ORN 088788,Female,Unknown,1962,7,13,36.7333,-3.25,,,Campethera,nubica,66.5
YPM,YPM ORN 088809,Female,Unknown,1962,6,22,36.7333,-3.25,,,Campethera,abingoni,69
YPM,YPM ORN 090879,Female,Unknown,1974,10,28,-72.8689,41.2761,,,Picoides,pubescens,23.3
YPM,YPM ORN 109171,Female,Unknown,1977,11,10,-72.8689,41.2761,,,Picoides,pubescens,25.5
YPM,YPM ORN 140123,Female,Unknown,2005,6,9,110.16517,49.644,,,Dendrocopos,major,87.2
YPM,YPM ORN 107138,Female,Unknown,1974,4,12,-72.1333,42,,,Colaptes,auratus,116
YPM,YPM ORN 088830,Female,Unknown,1962,11,22,31.7333,-7.8167,,,Dendropicos,griseocephalus,39.5
YPM,YPM ORN 139171,Female,Unknown,2003,4,4,11.0148,1.2312,,,Campethera,nivosa,29
YPM,YPM ORN 103702,Female,Unknown,1968,6,24,-72.6372,41.3597,,,Picoides,villosus,62.5
YPM,YPM ORN 088817,Female,Unknown,1962,7,22,36.7333,-3.25,,,Dendropicos,spodocephalus,48.5
YPM,YPM ORN 088850,Female,Unknown,1962,6,20,36.7333,-3.25,,,Dendropicos,namaquus,71
YPM,YPM ORN 088811,Female,Unknown,1962,7,19,36.7333,-3.25,,,Campethera,abingoni,59
YPM,YPM ORN 088848,Female,Unknown,1962,1,15,37.6667,-6.8167,,,Dendropicos,namaquus,76
YPM,YPM ORN 103297,Female,Unknown,1966,10,,-72.6822,41.2889,,,Colaptes,auratus,132
YPM,YPM ORN 111020,Female,Unknown,,,,-72.5989,41.2794,,,Picoides,villosus,68.4
MVZ,169590,Unknown,Unknown,1983,6,12,-69.07482,-2.5785,5114,,Celeus,torquatus,140
UAM,27302,Unknown,Juvenile,2009,8,26,-152.406,57.79,100000,,Picoides,tridactylus,54
MVZ,25906,Unknown,Juvenile,1915,8,25,-119.476469,37.75927,4024,,Sphyrapicus,thyroideus,47.3
MVZ,171818,Unknown,Juvenile,1976,7,9,-121.281898,35.966488,805,,Melanerpes,formicivorus,62.8
MVZ,171806,Unknown,Juvenile,1975,6,13,-121.648315,36.441422,322,,Melanerpes,formicivorus,72
MVZ,25893,Unknown,Juvenile,1915,10,28,-119.918335,37.593927,1610,,Picoides,pubescens,24.3
MVZ,77860,Unknown,Juvenile,1939,8,26,-109.83667,43.30329,5826,,Picoides,villosus,60
CUMV,26103,Unknown,Juvenile,1955,6,26,-98.676229,42.451944,3380,,Colaptes,auratus,150.1999969482
CUMV,26109,Unknown,Juvenile,1955,6,26,-98.676229,42.451944,3380,,Colaptes,auratus,137.1000061035
CUMV,26117,Unknown,Juvenile,1955,6,19,-99.261592,41.763325,3107,,Colaptes,auratus,121.9000015259
CUMV,26125,Unknown,Juvenile,1955,6,20,-99.261592,41.763325,3107,,Colaptes,auratus,113.5999984741
CUMV,26138,Unknown,Juvenile,1955,7,1,-98.653803,42.80885,6148,,Colaptes,auratus,117.0999984741
CUMV,26142,Unknown,Juvenile,1955,6,13,-98.385575,40.826569,7387,,Colaptes,auratus,97.8000030518
CUMV,26148,Unknown,Juvenile,1955,6,11,-98.385575,40.826569,7387,,Colaptes,auratus,118.1999969482
CUMV,26158,Unknown,Juvenile,1955,6,20,-102.962338,42.846422,4120,,Colaptes,auratus,119.5999984741
CUMV,26084,Unknown,Juvenile,1955,6,17,-98.459716,41.170793,5392,,Colaptes,auratus,122.9000015259
CUMV,26104,Unknown,Juvenile,1955,6,26,-98.676229,42.451944,3380,,Colaptes,auratus,129.3999938965
CUMV,26120,Unknown,Juvenile,1955,6,19,-99.261592,41.763325,3107,,Colaptes,auratus,123.9000015259
CUMV,26190,Unknown,Juvenile,1955,7,8,-100.65256,43.74979,4040,,Colaptes,auratus,132.6000061035
CUMV,26198,Unknown,Juvenile,1955,7,4,-99.502575,43.738117,7371,,Colaptes,auratus,119.3000030518
CUMV,26215,Unknown,Juvenile,1955,6,26,-101.505441,43.747559,8739,,Colaptes,auratus,120
CUMV,26241,Unknown,Juvenile,1955,7,9,-100.902042,45.272598,5746,,Colaptes,auratus,133.6999969482
CUMV,26287,Unknown,Juvenile,1955,7,1,-101.964944,44.505272,4394,,Colaptes,auratus,106.8000030518
MVZ,171799,Unknown,Juvenile,1980,7,16,-121.7518,36.5072,161,,Melanerpes,formicivorus,86.9
MVZ,27904,Unknown,Juvenile,1917,7,31,-118.156953,37.532774,646,,Colaptes,auratus,105
MVZ,150315,Unknown,Juvenile,1963,6,27,-114.45813,37.45917,3528,,Picoides,villosus,51.5
MVZ,180374,Unknown,Juvenile,2000,10,13,-75.5406,35.2686,1216,,Sphyrapicus,varius,44.5
UAM,15452,Unknown,Unknown,2002,7,26,-135.4454,59.2295,100000,,Picoides,pubescens,27.5
MVZ,65224,Unknown,Adult,1934,7,8,-118.81028,38.90734,5780,,Picoides,villosus,58.3
MVZ,79674,Unknown,Adult,1940,6,4,-106.785312,46.26478,7983,,Picoides,pubescens,28.1
MVZ,155633,Unknown,Adult,1965,8,4,-84.02422,9.83616,5389,,Picoides,villosus,40.7
MVZ,29140,Unknown,Adult,1918,7,19,-121.14779,36.49089,1610,,Picoides,nuttallii,34.7
MVZ,150022,Unknown,Juvenile,1963,7,9,-109.8222,32.6233,337,,Picoides,villosus,50
MVZ,25547,Unknown,Juvenile,1915,5,30,-120.29042,37.65638,7679,,Picoides,nuttallii,32
MVZ,44227,Unknown,Unknown,1922,1,22,-119.0745,36.7391,1320,,Sphyrapicus,ruber,41
CUMV,37452,Unknown,Unknown,1993,3,22,-82.554534,30.382873,11416,,Melanerpes,carolinus,71
CUMV,37448,Unknown,Unknown,1992,12,28,-76.39509,42.38263,1462,,Dryocopus,pileatus,299.5
YPM,YPM ORN 101251,Female,Adult,2003,12,20,-73.4775,41.7247,,,Dryocopus,pileatus,275
YPM,YPM ORN 137061,Female,Adult,2006,8,13,-56.677,2.37781,,,Campephilus,rubricollis,227
CRCM,72-51,Unknown,Juvenile,1972,10,29,-117.217813,46.75323,100,,Picoides,pubescens,27
UMMZ,85406,Unknown,Adult,1936,5,10,-84.2366409,42.337103,1463,,Melanerpes,erythrocephalus,68.7
WFVZ,38196,Unknown,Adult,1983,7,3,116.516667,5.633333,1000,,Picus,mentalis,88
UBCBBM,B014359,Unknown,Juvenile,1981,9,24,-119.594211,49.49871,,,Sphyrapicus,nuchalis,55.5
UBCBBM,B014360,Unknown,Juvenile,1981,9,24,-119.594211,49.49871,,,Sphyrapicus,nuchalis,60.5
UMMZ,242729,Unknown,Juvenile,2011,6,13,-83.1480331,42.5769348,6854,,Picoides,pubescens,16.2
UMMZ,241126,Unknown,Juvenile,2001,1,8,-0.75,51.194954,55185,,Picus,viridis,567
UMMZ,242569,Unknown,Juvenile,2010,7,13,-83.8997125,42.5571504,211,,Melanerpes,carolinus,65
UBCBBM,B016375,Unknown,Unknown,2010,12,3,-123.250567,49.263456,,,Sphyrapicus,ruber,78.2
UMMZ,136495,Unknown,Unknown,1954,7,29,-83.1713104,42.8389683,7849,,Colaptes,auratus,112
UMMZ,136566,Unknown,Unknown,1955,7,22,-83.7263412,42.2708397,9683,,Colaptes,auratus,95
UMMZ,151008,Unknown,Unknown,1953,2,2,-84.151296,46.367212,2025,,Picoides,villosus,74.4
UMMZ,151796,Unknown,Unknown,1956,8,18,-84.887062,42.290695,6851,,Melanerpes,erythrocephalus,75.57
UMMZ,219332,Unknown,Unknown,1972,9,28,-83.7263412,42.2708397,9683,,Melanerpes,erythrocephalus,69.6
UMMZ,227933,Unknown,Unknown,1988,6,28,-85.111599,45.5676693,296,,Colaptes,auratus,121.6
UMMZ,243000,Unknown,Unknown,2012,6,15,-83.72312,42.64214,170,,Melanerpes,carolinus,62
UMMZ,201168,Unknown,Unknown,1978,12,,-83.7400246,42.2754036,1544,,Sphyrapicus,varius,44.8
UMMZ,133864,Unknown,Unknown,1950,7,27,-83.6833333,9.75,,,Campephilus,guatemalensis,244
UMMZ,231758,Unknown,Unknown,1990,8,22,-83.3666667,43.9,,,Colaptes,auratus,119.8
UMMZ,130599,Unknown,Unknown,1950,7,16,-103.483728,18.5006921,,,Melanerpes,chrysogenys,81
UMMZ,133846,Unknown,Unknown,1950,6,11,-83.6833333,9.75,,,Dryocopus,lineatus,197.8
UMMZ,133847,Unknown,Unknown,1950,7,27,-83.6833333,9.75,,,Dryocopus,lineatus,202
UMMZ,199570,Unknown,Unknown,1933,6,28,-87.4666667,15.7,,,Picumnus,olivaceus,11.7
UMMZ,207564,Unknown,Unknown,1984,9,17,-83.75,42.2833333,,,Colaptes,auratus,119.8
UMMZ,222000,Unknown,Unknown,1976,7,13,4.3333333,6.75,,,Campethera,nivosa,33.6
UBCBBM,B016069,Male,Unknown,1989,9,12,-119.594211,49.49871,,,Sphyrapicus,nuchalis,46.5
CRCM,50-139,Male,Adult,1950,5,28,-117.11084,46.339049,1000,,Colaptes,auratus,160
CRCM,54-169,Male,Adult,1954,7,7,-117.270716,46.18576,2000,,Melanerpes,lewis,116.5
CRCM,54-188,Male,Adult,1954,7,9,-117.43684,46.135899,200,,Sphyrapicus,thyroideus,52.5
CRCM,54-190,Male,Adult,1954,7,9,-117.43684,46.135899,200,,Sphyrapicus,thyroideus,50
CRCM,54-217,Male,Adult,1954,7,14,-117.678523,46.250425,100,,Sphyrapicus,nuchalis,49.7
CRCM,54-234,Male,Adult,1954,7,16,-117.757157,46.243845,500,,Sphyrapicus,nuchalis,44
CRCM,60-222,Male,Adult,1960,6,18,-117.787392,46.185162,2000,,Picoides,arcticus,79
CRCM,51-31,Male,Adult,1951,1,24,-117.11599,46.73115,500,,Colaptes,auratus,163.5
CRCM,52-332,Male,Adult,1952,11,29,-118.087781,46.795477,1000,,Colaptes,auratus,149
CRCM,52-73,Male,Adult,1952,4,24,-117.119,46.939,700,,Picoides,pubescens,25.8
MSB,26672,Male,Adult,2008,3,8,-108.0283166667,35.1151333333,7,,Sphyrapicus,thyroideus,57
MSB,26343,Male,Adult,2007,11,3,-109.0105666667,31.5202,40,,Picoides,arizonae,47.4
MSB,26652,Male,Adult,2007,3,28,-106.6708681,35.0442049,51817,,Picoides,pubescens,22.4
MSB,26714,Male,Adult,2008,3,17,-104.7907666667,32.0359833333,6,,Picoides,villosus,61.8
MSB,26412,Male,Adult,2007,9,14,-106.1184333333,40.52535,,,Picoides,villosus,67.5
MSB,26766,Male,Adult,2008,3,18,-104.73005,32.1067333333,,,Picoides,villosus,52.9
UAM,10121,Male,Adult,1999,6,13,-132.3,53.37,100000,,Sphyrapicus,ruber,57.4
UAM,11035,Male,Adult,2000,4,15,-132.3,53.37,100000,,Picoides,villosus,78.5
UAM,19062,Male,Adult,1997,6,9,-130.014,55.917,100000,,Sphyrapicus,ruber,54.7
UAM,20349,Male,Adult,2002,10,11,-80.55,8.8,100000,,Melanerpes,pucherani,63
UAM,22411,Male,Adult,2004,7,29,-147.8043,64.857,100000,,Colaptes,auratus,160.1
UAM,28300,Male,Adult,2004,5,25,-152.406,57.79,100000,,Picoides,tridactylus,57
UAM,28565,Male,Adult,2008,5,18,-135.4642,59.2327,100000,,Sphyrapicus,ruber,55
UAM,31833,Male,Adult,1983,10,4,-147.8043,64.857,100000,,Picoides,tridactylus,56.9
UAM,21101,Male,Adult,2005,5,20,174.1105,52.7231,100000,,Dendrocopos,major,93.4
UAM,25250,Male,Adult,2007,9,7,-147.8043,64.857,100000,,Colaptes,auratus,165.8
UAM,26257,Male,Adult,2005,10,19,-74.093,-14.404,100000,,Colaptes,rupicola,170
UAM,27301,Male,Adult,2008,5,11,-152.406,57.79,100000,,Picoides,tridactylus,61
UAM,30824,Male,Adult,2000,1,1,-132.3,53.37,100000,,Colaptes,auratus,169
UAM,8893,Male,Adult,1992,6,15,-147.8043,64.857,100000,,Colaptes,auratus,123.8
UAM,27306,Male,Unknown,2009,9,26,-147.8043,64.857,100000,,Picoides,villosus,98
UAM,27489,Male,Unknown,2005,12,6,-67.57,-17.33,100000,,Colaptes,rupicola,179
CAS,45502,Male,Adult,1894,5,22,-96.19592,45.00966,,,Melanerpes,erythrocephalus,85
CAS,84838,Male,Adult,1987,1,26,-122.78789,38.04042,,,Sphyrapicus,nuchalis,38.7
CUMV,21264,Male,Adult,1947,6,11,-76.46632,42.44127,1023,,Colaptes,auratus,135
CUMV,26093,Male,Adult,1955,6,8,-98.39133,40.456467,13068,,Colaptes,auratus,146.1000061035
CUMV,26095,Male,Adult,1955,6,9,-98.39133,40.456467,13068,,Colaptes,auratus,128.3000030518
CUMV,26122,Male,Adult,1955,6,19,-99.261592,41.763325,3107,,Colaptes,auratus,135.1999969482
CUMV,26123,Male,Adult,1955,6,19,-99.261592,41.763325,3107,,Colaptes,auratus,145
CUMV,26131,Male,Adult,1955,6,22,-99.590807,42.723598,16899,,Colaptes,auratus,134.6000061035
CUMV,26144,Male,Adult,1955,6,14,-98.385575,40.826569,7387,,Colaptes,auratus,153.6999969482
CUMV,26145,Male,Adult,1955,6,14,-98.385575,40.826569,7387,,Colaptes,auratus,147.3999938965
CUMV,26154,Male,Adult,1955,6,18,-102.962338,42.846422,4120,,Colaptes,auratus,146.8000030518
CUMV,26156,Male,Adult,1955,6,19,-102.962338,42.846422,4120,,Colaptes,auratus,166.6999969482
CUMV,26157,Male,Adult,1955,6,20,-102.962338,42.846422,4120,,Colaptes,auratus,155.8000030518
CUMV,26159,Male,Adult,1955,6,19,-102.962338,42.846422,4120,,Colaptes,auratus,159.3999938965
CUMV,26169,Male,Adult,1955,6,22,-103.230095,44.152712,7674,,Colaptes,auratus,158.6000061035
CUMV,26170,Male,Adult,1955,6,23,-103.230095,44.152712,7674,,Colaptes,auratus,140.5
CUMV,26171,Male,Adult,1955,6,23,-103.230095,44.152712,7674,,Colaptes,auratus,163.3999938965
CUMV,26176,Male,Adult,1955,6,24,-103.231053,44.2313,17349,,Colaptes,auratus,154.3999938965
CUMV,26178,Male,Adult,1955,6,22,-103.231053,44.2313,17349,,Colaptes,auratus,147.5
CUMV,26231,Male,Adult,1955,7,9,-100.902042,45.272598,5746,,Colaptes,auratus,142.3000030518
CUMV,26238,Male,Adult,1955,7,11,-100.902042,45.272598,5746,,Colaptes,auratus,136.1999969482
CUMV,26254,Male,Adult,1955,7,16,-98.178441,44.378414,5118,,Colaptes,auratus,154.1000061035
CUMV,26257,Male,Adult,1955,7,17,-98.178441,44.378414,5118,,Colaptes,auratus,139.1999969482
CUMV,26258,Male,Adult,1955,7,18,-98.178441,44.378414,5118,,Colaptes,auratus,160
CUMV,26266,Male,Adult,1955,7,16,-98.178441,44.378414,5118,,Colaptes,auratus,128.1999969482
CUMV,26279,Male,Adult,1955,7,15,-100.33744,45.651627,5762,,Colaptes,auratus,146.3000030518
CUMV,26289,Male,Adult,1955,7,2,-101.964944,44.505272,4394,,Colaptes,auratus,143.6000061035
CUMV,27900,Male,Adult,1956,7,15,-97.686277,41.275898,2962,,Colaptes,auratus,153.5
CUMV,27914,Male,Adult,1957,6,10,-97.686277,41.275898,2962,,Colaptes,auratus,135.1999969482
CUMV,27958,Male,Adult,1956,7,9,-99.337838,40.686493,2962,,Colaptes,auratus,131.5
CUMV,27963,Male,Adult,1956,7,9,-99.337838,40.686493,2962,,Colaptes,auratus,144
CUMV,27964,Male,Adult,1956,7,9,-99.337838,40.686493,2962,,Colaptes,auratus,136.5
CUMV,27967,Male,Adult,1956,7,9,-99.337838,40.686493,2962,,Colaptes,auratus,129.5
CUMV,27968,Male,Adult,1956,7,9,-99.337838,40.686493,2962,,Colaptes,auratus,140.5
CUMV,27976,Male,Adult,1957,6,28,-99.337838,40.686493,2962,,Colaptes,auratus,139.5
CUMV,27981,Male,Adult,1957,6,30,-99.337838,40.686493,2962,,Colaptes,auratus,148.5
CUMV,27989,Male,Adult,1956,6,16,-100.148427,40.899611,4314,,Colaptes,auratus,141
CUMV,28002,Male,Adult,1957,6,19,-100.148427,40.899611,4314,,Colaptes,auratus,127
CUMV,28003,Male,Adult,1957,6,19,-100.148427,40.899611,4314,,Colaptes,auratus,137
CUMV,28005,Male,Adult,1957,6,20,-100.148427,40.899611,4314,,Colaptes,auratus,140.5
CUMV,28009,Male,Adult,1957,6,21,-100.148427,40.899611,4314,,Colaptes,auratus,139
CUMV,28028,Male,Adult,1956,6,19,-102.183042,40.981292,7468,,Colaptes,auratus,113
CUMV,28029,Male,Adult,1956,6,19,-102.183042,40.981292,7468,,Colaptes,auratus,129.5
CUMV,28053,Male,Adult,1957,6,23,-101.12705,41.144457,4635,,Colaptes,auratus,134
CUMV,28079,Male,Adult,1956,7,1,-102.707356,40.853691,3284,,Colaptes,auratus,145
CUMV,28101,Male,Adult,1956,6,22,-103.940515,40.267982,5939,,Colaptes,auratus,147
CUMV,28103,Male,Adult,1956,6,22,-104.061168,40.350895,1900,,Colaptes,auratus,168.5
CUMV,28105,Male,Adult,1956,6,23,-104.061168,40.350895,1900,,Colaptes,auratus,154.5
CUMV,28106,Male,Adult,1956,6,23,-104.061168,40.350895,1900,,Colaptes,auratus,136.5
CUMV,28109,Male,Adult,1956,6,24,-104.061168,40.350895,1900,,Colaptes,auratus,144.5
CUMV,28125,Male,Adult,1956,6,27,-104.822786,40.346603,10172,,Colaptes,auratus,165
CUMV,28132,Male,Adult,1956,6,28,-104.822786,40.346603,10172,,Colaptes,auratus,166.5
CUMV,28240,Male,Adult,1958,6,3,-76.46632,42.44127,1023,,Colaptes,auratus,128
CUMV,53166,Male,Adult,2009,6,1,-76.524073,42.448292,2374,,Sphyrapicus,varius,54
CUMV,6572,Male,Adult,1934,3,12,-76.5095,42.4381,6920,,Picoides,pubescens,29
CUMV,26080,Male,Adult,1955,6,17,-98.459716,41.170793,5392,,Colaptes,auratus,141
CUMV,26088,Male,Adult,1955,6,18,-98.710826,41.446867,2752,,Colaptes,auratus,124.3000030518
CUMV,26092,Male,Adult,1955,6,8,-98.39133,40.456467,13068,,Colaptes,auratus,134.3000030518
CUMV,26096,Male,Adult,1955,6,9,-98.39133,40.456467,13068,,Colaptes,auratus,134.8999938965
CUMV,26114,Male,Adult,1955,6,26,-98.676229,42.451944,3380,,Colaptes,auratus,147.8000030518
CUMV,26115,Male,Adult,1955,6,13,-100.310389,41.903358,4925,,Colaptes,auratus,144.6000061035
CUMV,26119,Male,Adult,1955,6,19,-99.261592,41.763325,3107,,Colaptes,auratus,156
CUMV,26126,Male,Adult,1955,6,20,-99.261592,41.763325,3107,,Colaptes,auratus,146.6999969482
CUMV,26129,Male,Adult,1955,6,20,-99.261592,41.763325,3107,,Colaptes,auratus,151
CUMV,26130,Male,Adult,1955,6,22,-99.590807,42.723598,16899,,Colaptes,auratus,143.6000061035
CUMV,26136,Male,Adult,1955,6,30,-98.653803,42.80885,6148,,Colaptes,auratus,131.3000030518
CUMV,26139,Male,Adult,1955,6,13,-98.385575,40.826569,7387,,Colaptes,auratus,142.6000061035
CUMV,26151,Male,Adult,1955,6,18,-102.962338,42.846422,4120,,Colaptes,auratus,162.3000030518
CUMV,26160,Male,Adult,1955,6,16,-98.459716,41.170793,5392,,Colaptes,auratus,136.1000061035
CUMV,26161,Male,Adult,1955,7,9,-100.65256,43.74979,4040,,Colaptes,auratus,142.5
CUMV,26166,Male,Adult,1955,6,22,-103.230095,44.152712,7674,,Colaptes,auratus,146.1000061035
CUMV,26174,Male,Adult,1955,6,22,-103.231053,44.2313,17349,,Colaptes,auratus,161.6999969482
CUMV,26177,Male,Adult,1955,6,24,-103.231053,44.2313,17349,,Colaptes,auratus,153
CUMV,26185,Male,Adult,1955,7,8,-100.65256,43.74979,4040,,Colaptes,auratus,141.8999938965
CUMV,26233,Male,Adult,1955,7,9,-100.902042,45.272598,5746,,Colaptes,auratus,138.1999969482
CUMV,26253,Male,Adult,1955,7,16,-98.178441,44.378414,5118,,Colaptes,auratus,153.3000030518
CUMV,26262,Male,Adult,1955,7,15,-98.178441,44.378414,5118,,Colaptes,auratus,147.3000030518
CUMV,26274,Male,Adult,1955,7,13,-100.33744,45.651627,5762,,Colaptes,auratus,143.6999969482
CUMV,26276,Male,Adult,1955,7,14,-100.33744,45.651627,5762,,Colaptes,auratus,140.8000030518
CUMV,26288,Male,Adult,1955,7,2,-101.964944,44.505272,4394,,Colaptes,auratus,146
CUMV,27860,Male,Adult,1956,6,8,-97.035706,41.418285,4137,,Colaptes,auratus,133.1999969482
CUMV,27883,Male,Adult,1957,6,9,-97.035706,41.418285,4137,,Colaptes,auratus,136.1000061035
CUMV,27912,Male,Adult,1956,7,15,-97.686277,41.275898,2962,,Colaptes,auratus,149.5
CUMV,27913,Male,Adult,1957,6,10,-97.686277,41.275898,2962,,Colaptes,auratus,138
CUMV,27970,Male,Adult,1956,7,10,-99.337838,40.686493,2962,,Colaptes,auratus,132.5
CUMV,27972,Male,Adult,1956,7,11,-99.337838,40.686493,2962,,Colaptes,auratus,136
CUMV,27986,Male,Adult,1956,6,15,-100.148427,40.899611,4314,,Colaptes,auratus,145.5
CUMV,28008,Male,Adult,1957,6,20,-100.148427,40.899611,4314,,Colaptes,auratus,143
CUMV,28030,Male,Adult,1956,6,20,-102.183042,40.981292,7468,,Colaptes,auratus,132
CUMV,28031,Male,Adult,1956,6,20,-102.183042,40.981292,7468,,Colaptes,auratus,146
CUMV,28036,Male,Adult,1956,7,6,-101.112751,41.144314,2125,,Colaptes,auratus,140.5
CUMV,28038,Male,Adult,1956,7,7,-101.112751,41.144314,2125,,Colaptes,auratus,131.5
CUMV,28040,Male,Adult,1956,7,7,-101.112751,41.144314,2125,,Colaptes,auratus,137
CUMV,28041,Male,Adult,1956,7,7,-101.112751,41.144314,2125,,Colaptes,auratus,143
CUMV,28057,Male,Adult,1957,6,23,-101.12705,41.144457,4635,,Colaptes,auratus,137
CUMV,28058,Male,Adult,1957,6,24,-101.12705,41.144457,4635,,Colaptes,auratus,132.5
CUMV,28059,Male,Adult,1957,6,24,-101.12705,41.144457,4635,,Colaptes,auratus,142
CUMV,28075,Male,Adult,1956,7,2,-102.707356,40.853691,3284,,Colaptes,auratus,134
CUMV,28095,Male,Adult,1956,6,23,-104.061168,40.350895,1900,,Colaptes,auratus,146
CUMV,28100,Male,Adult,1956,6,22,-103.940515,40.267982,5939,,Colaptes,auratus,163
CUMV,28107,Male,Adult,1956,6,23,-103.940515,40.267982,5939,,Colaptes,auratus,126.8000030518
CUMV,28110,Male,Adult,1956,6,27,-104.822786,40.346603,10172,,Colaptes,auratus,152.5
CUMV,28112,Male,Adult,1956,6,28,-104.822786,40.346603,10172,,Colaptes,auratus,162.5
CUMV,28127,Male,Adult,1956,6,27,-104.822786,40.346603,10172,,Colaptes,auratus,152.5
CUMV,28128,Male,Adult,1956,6,27,-104.822786,40.346603,10172,,Colaptes,auratus,142.5
CUMV,28136,Male,Adult,1956,6,28,-104.822786,40.346603,10172,,Colaptes,auratus,161.5
CUMV,28140,Male,Adult,1956,6,29,-104.822786,40.346603,10172,,Colaptes,auratus,152.5
CUMV,28232,Male,Adult,1958,5,6,-76.46632,42.44127,1023,,Colaptes,auratus,131
CUMV,28234,Male,Adult,1958,5,6,-76.46632,42.44127,1023,,Colaptes,auratus,124
CUMV,28241,Male,Adult,1958,6,7,-76.46632,42.44127,1023,,Colaptes,auratus,127
CUMV,35877,Male,Adult,1959,10,15,-76.4809,42.4466,1503,,Sphyrapicus,varius,56.2999992371
CUMV,40753,Male,Adult,1949,7,1,-76.5095,42.4381,6920,,Picoides,pubescens,24.5
CUMV,40763,Male,Adult,1957,4,17,-76.5095,42.4381,6920,,Sphyrapicus,varius,57.4000015259
CUMV,52028,Male,Adult,2006,5,15,-75.748017,43.334498,,,Colaptes,auratus,140.2
MVZ,115416,Male,Adult,1948,3,3,-101.420468,19.557567,15160,,Picoides,villosus,48.6
MVZ,115417,Male,Adult,1948,4,7,-92.6813888888,16.7777777777,4408,,Picoides,villosus,46.1
MVZ,115422,Male,Adult,1948,4,18,-97.36,19.0694444444,6856,,Picoides,stricklandi,47.5
MVZ,117144,Male,Adult,1949,7,2,-120.7617707,41.8993424,2048,,Sphyrapicus,ruber,45.2
MVZ,117148,Male,Adult,1949,7,3,-120.7617707,41.8993424,2048,,Sphyrapicus,ruber,43
MVZ,117150,Male,Adult,1949,7,3,-120.7617707,41.8993424,2048,,Sphyrapicus,ruber,46.4
MVZ,117216,Male,Adult,1947,8,26,-120.2886554,35.4464469,2643,,Melanerpes,formicivorus,77.6
MVZ,117219,Male,Adult,1947,9,4,-120.17411,35.285637,1610,,Melanerpes,lewis,107.1
MVZ,124646,Male,Adult,1951,11,2,-122.1128861,40.8288238,1299,,Picoides,villosus,75.8
